"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 01, 2017","946.95","941.50","951.85","940.95","0","0.56"
"Jul 31, 2017","941.65","938.70","946.50","937.25","0","0.30"
"Jul 30, 2017","938.80","937.10","939.50","936.20","0","0.10"
"Jul 28, 2017","937.85","928.85","938.10","926.25","0","0.97"
"Jul 27, 2017","928.80","931.30","939.45","924.60","0","-0.28"
"Jul 26, 2017","931.45","926.45","934.65","919.40","0","0.55"
"Jul 25, 2017","926.40","931.70","938.85","925.85","0","-0.58"
"Jul 24, 2017","931.80","938.30","943.60","930.40","0","-0.70"
"Jul 23, 2017","938.35","939.60","939.60","936.60","0","0.06"
"Jul 21, 2017","937.80","928.80","942.20","928.05","0","0.96"
"Jul 20, 2017","928.85","923.60","934.30","916.05","0","0.56"
"Jul 19, 2017","923.65","930.00","930.50","922.40","0","-0.69"
"Jul 18, 2017","930.05","925.05","934.40","925.00","0","0.53"
"Jul 17, 2017","925.15","925.55","937.25","924.15","0","-0.04"
"Jul 16, 2017","925.50","923.45","925.70","922.40","0","0.22"
"Jul 14, 2017","923.45","906.95","924.50","905.55","0","1.82"
"Jul 13, 2017","906.95","917.80","922.80","905.65","0","-1.19"
"Jul 12, 2017","917.85","904.55","922.55","903.85","0","1.46"
"Jul 11, 2017","904.60","902.60","904.60","891.85","0","0.23"
"Jul 10, 2017","902.55","909.70","910.20","894.65","0","-0.80"
"Jul 09, 2017","909.80","908.95","909.80","907.25","0","0.09"
"Jul 07, 2017","909.00","909.60","918.30","902.20","0","-0.12"
"Jul 06, 2017","910.05","911.15","914.00","901.30","0","-0.13"
"Jul 05, 2017","911.20","916.95","916.95","902.20","0","-0.63"
"Jul 04, 2017","917.00","907.30","917.80","906.75","0","1.06"
"Jul 03, 2017","907.35","929.45","929.65","905.60","0","-2.39"
"Jul 02, 2017","929.60","928.70","933.55","927.80","0","0.20"
"Jun 30, 2017","927.70","923.70","930.90","920.20","0","0.42"
"Jun 29, 2017","923.80","922.60","928.00","911.75","0","0.14"
"Jun 28, 2017","922.55","921.15","928.65","919.45","0","0.15"
"Jun 27, 2017","921.20","918.95","926.35","917.85","0","0.21"
"Jun 26, 2017","919.25","931.15","931.80","914.85","0","-1.27"
"Jun 25, 2017","931.10","932.15","932.40","931.10","0","0.15"
"Jun 23, 2017","929.75","926.85","934.55","923.75","0","0.32"
"Jun 22, 2017","926.80","928.85","934.75","922.65","0","-0.23"
"Jun 21, 2017","928.95","924.30","932.10","916.95","0","0.51"
"Jun 20, 2017","924.20","924.70","929.05","919.35","0","-0.07"
"Jun 19, 2017","924.85","927.05","929.15","918.35","0","-0.25"
"Jun 18, 2017","927.15","929.35","929.45","926.95","0","-0.29"
"Jun 16, 2017","929.85","922.55","929.90","921.00","0","0.79"
"Jun 15, 2017","922.60","938.15","941.75","918.30","0","-1.65"
"Jun 14, 2017","938.10","928.45","954.90","923.45","0","1.06"
"Jun 13, 2017","928.25","944.40","948.10","922.95","0","-1.70"
"Jun 12, 2017","944.35","938.95","948.80","938.65","0","0.57"
"Jun 11, 2017","939.00","941.85","941.85","938.50","0","-0.15"
"Jun 09, 2017","940.40","940.35","954.25","935.60","0","0.00"
"Jun 08, 2017","940.40","945.85","949.80","935.75","0","-0.57"
"Jun 07, 2017","945.80","962.30","963.15","943.50","0","-1.72"
"Jun 06, 2017","962.40","954.75","969.40","953.35","0","0.80"
"Jun 05, 2017","954.80","952.15","963.25","950.75","0","0.27"
"Jun 04, 2017","952.20","956.60","956.65","952.05","0","-0.33"
"Jun 02, 2017","955.35","932.20","957.50","926.20","0","2.49"
"Jun 01, 2017","932.15","949.80","950.60","928.50","0","-1.87"
"May 31, 2017","949.95","940.90","952.85","940.45","0","0.91"
"May 30, 2017","941.35","956.40","959.30","938.80","0","-1.59"
"May 29, 2017","956.55","963.60","964.15","954.30","0","-0.74"
"May 28, 2017","963.70","963.05","964.80","962.00","0","0.18"
"May 26, 2017","961.95","949.40","967.75","948.90","0","1.31"
"May 25, 2017","949.55","950.45","957.75","947.75","0","-0.09"
"May 24, 2017","950.40","944.45","951.35","940.45","0","0.64"
"May 23, 2017","944.40","949.70","959.45","943.85","0","-0.58"
"May 22, 2017","949.90","942.10","951.10","936.70","0","0.84"
"May 21, 2017","941.95","944.35","944.35","939.55","0","0.16"
"May 19, 2017","940.40","934.05","946.05","930.10","0","0.69"
"May 18, 2017","933.95","948.00","948.00","930.45","0","-1.46"
"May 17, 2017","947.80","944.10","949.50","940.00","0","0.40"
"May 16, 2017","944.00","932.15","946.00","931.15","0","1.29"
"May 15, 2017","931.95","924.05","939.60","921.25","0","0.84"
"May 14, 2017","924.20","922.75","924.70","922.75","0","0.24"
"May 12, 2017","922.00","919.00","926.60","915.35","0","0.32"
"May 11, 2017","919.10","910.60","920.20","909.85","0","0.95"
"May 10, 2017","910.45","907.25","914.50","904.15","0","0.37"
"May 09, 2017","907.10","919.50","920.40","900.40","0","-1.34"
"May 08, 2017","919.45","924.25","925.10","911.95","0","-0.53"
"May 07, 2017","924.35","911.65","924.35","911.65","0","1.09"
"May 05, 2017","914.40","904.60","918.25","903.25","0","1.06"
"May 04, 2017","904.85","898.90","909.50","894.85","0","0.66"
"May 03, 2017","898.95","928.70","928.85","896.55","0","-3.18"
"May 02, 2017","928.50","934.75","937.25","924.95","0","-0.67"
"May 01, 2017","934.80","950.55","950.95","930.35","0","-1.65"
"Apr 30, 2017","950.50","948.40","952.00","948.40","0","0.25"
"Apr 28, 2017","948.15","948.35","955.25","945.55","0","0.00"
"Apr 27, 2017","948.15","952.00","952.65","942.85","0","-0.39"
"Apr 26, 2017","951.85","956.75","958.30","945.95","0","-0.53"
"Apr 25, 2017","956.95","966.70","967.60","952.20","0","-0.98"
"Apr 24, 2017","966.45","972.70","974.90","955.65","0","-0.64"
"Apr 23, 2017","972.65","970.65","973.25","968.20","0","-0.21"
"Apr 21, 2017","974.65","979.40","985.65","974.25","0","-0.52"
"Apr 20, 2017","979.70","969.95","983.70","969.25","0","0.98"
"Apr 19, 2017","970.20","980.10","982.95","966.95","0","-0.99"
"Apr 18, 2017","979.95","983.65","989.15","977.75","0","-0.38"
"Apr 17, 2017","983.70","984.55","993.00","975.70","0","-0.10"
"Apr 16, 2017","984.65","977.55","984.70","977.30","0","0.88"
"Apr 13, 2017","976.10","976.15","981.10","971.55","0","0.01"
"Apr 12, 2017","976.05","971.80","976.35","962.95","0","0.45"
"Apr 11, 2017","971.70","945.70","973.70","943.75","0","2.74"
"Apr 10, 2017","945.80","956.10","956.60","938.65","0","-1.08"
"Apr 09, 2017","956.15","955.05","957.50","953.45","0","-0.07"
"Apr 07, 2017","956.80","960.05","981.75","951.45","0","-0.32"
"Apr 06, 2017","959.90","965.30","965.60","954.00","0","-0.56"
"Apr 05, 2017","965.30","962.95","972.10","956.00","0","0.23"
"Apr 04, 2017","963.10","962.60","968.05","956.90","0","0.05"
"Apr 03, 2017","962.65","956.95","962.75","949.25","0","0.60"
"Apr 02, 2017","956.95","951.65","957.45","951.65","0","0.37"
"Mar 31, 2017","953.40","952.15","953.90","942.90","0","0.13"
"Mar 30, 2017","952.20","959.30","963.50","950.15","0","-0.73"
"Mar 29, 2017","959.20","956.90","960.15","951.55","0","0.26"
"Mar 28, 2017","956.75","970.70","974.50","952.90","0","-1.43"
"Mar 27, 2017","970.60","973.65","987.05","970.40","0","-0.31"
"Mar 26, 2017","973.60","967.95","974.40","967.95","0","0.75"
"Mar 24, 2017","966.35","962.90","970.20","957.45","0","0.35"
"Mar 23, 2017","962.95","962.40","971.85","957.35","0","0.06"
"Mar 22, 2017","962.35","972.60","974.45","960.55","0","-1.05"
"Mar 21, 2017","972.60","972.90","976.60","960.20","0","-0.03"
"Mar 20, 2017","972.85","967.00","973.35","962.25","0","0.64"
"Mar 19, 2017","966.65","966.45","967.20","964.75","0","0.09"
"Mar 17, 2017","965.80","958.65","966.70","953.85","0","0.75"
"Mar 16, 2017","958.65","959.00","973.75","956.45","0","-0.03"
"Mar 15, 2017","958.90","939.15","958.95","932.95","0","2.11"
"Mar 14, 2017","939.10","939.20","945.10","936.80","0","-0.01"
"Mar 13, 2017","939.15","944.00","949.10","937.80","0","-0.51"
"Mar 12, 2017","943.95","943.50","945.15","942.50","0","0.01"
"Mar 10, 2017","943.90","936.45","947.85","935.85","0","0.79"
"Mar 09, 2017","936.50","951.45","954.10","935.35","0","-1.57"
"Mar 08, 2017","951.45","963.75","965.50","946.75","0","-1.28"
"Mar 07, 2017","963.80","980.65","981.40","960.60","0","-1.71"
"Mar 06, 2017","980.60","1,001.75","1,002.20","977.80","0","-2.11"
"Mar 05, 2017","1,001.75","1,001.35","1,001.95","999.40","0","0.11"
"Mar 03, 2017","1,000.60","993.95","1,000.70","985.50","0","0.67"
"Mar 02, 2017","993.95","1,018.10","1,020.60","984.30","0","-2.37"
"Mar 01, 2017","1,018.05","1,022.20","1,030.30","1,014.60","0","-0.42"
"Feb 28, 2017","1,022.30","1,031.95","1,038.90","1,021.90","0","-0.94"
"Feb 27, 2017","1,031.95","1,028.15","1,047.70","1,027.40","0","0.34"
"Feb 26, 2017","1,028.50","1,028.70","1,029.00","1,027.85","0","-0.25"
"Feb 24, 2017","1,031.05","1,012.30","1,032.05","1,010.90","0","1.87"
"Feb 23, 2017","1,012.10","1,004.80","1,020.50","997.50","0","0.72"
"Feb 22, 2017","1,004.85","1,004.40","1,008.05","998.65","0","0.05"
"Feb 21, 2017","1,004.30","1,007.10","1,007.95","990.60","0","-0.27"
"Feb 20, 2017","1,007.00","1,005.85","1,008.60","1,000.30","0","0.11"
"Feb 19, 2017","1,005.85","1,006.65","1,008.55","1,005.75","0","-0.05"
"Feb 17, 2017","1,006.35","1,014.95","1,019.15","1,003.75","0","-0.85"
"Feb 16, 2017","1,014.95","1,012.10","1,021.65","1,011.70","0","0.26"
"Feb 15, 2017","1,012.35","1,003.35","1,014.45","990.70","0","0.90"
"Feb 14, 2017","1,003.35","1,001.05","1,011.65","998.70","0","0.25"
"Feb 13, 2017","1,000.85","1,010.55","1,014.10","995.80","0","-0.96"
"Feb 12, 2017","1,010.55","1,011.85","1,011.85","1,009.10","0","-0.37"
"Feb 10, 2017","1,014.30","1,015.25","1,015.75","993.20","0","-0.09"
"Feb 09, 2017","1,015.20","1,017.80","1,032.10","1,014.80","0","-0.25"
"Feb 08, 2017","1,017.75","1,007.60","1,022.35","1,005.65","0","0.99"
"Feb 07, 2017","1,007.75","1,016.85","1,018.20","1,006.35","0","-0.89"
"Feb 06, 2017","1,016.85","1,007.50","1,018.25","1,006.25","0","0.96"
"Feb 05, 2017","1,007.20","1,006.80","1,009.50","1,004.95","0","0.03"
"Feb 03, 2017","1,006.85","1,000.05","1,007.50","988.15","0","0.70"
"Feb 02, 2017","999.90","1,003.80","1,014.95","998.70","0","-0.37"
"Feb 01, 2017","1,003.65","999.05","1,003.80","994.65","0","0.44"
"Jan 31, 2017","999.25","992.05","1,002.65","989.40","0","0.72"
"Jan 30, 2017","992.10","989.50","994.95","978.30","0","0.26"
"Jan 29, 2017","989.50","988.80","993.40","988.75","0","0.11"
"Jan 27, 2017","988.45","980.45","988.50","964.80","0","0.81"
"Jan 26, 2017","980.50","988.65","991.15","969.95","0","-0.81"
"Jan 25, 2017","988.55","997.15","1,004.00","976.00","0","-0.87"
"Jan 24, 2017","997.20","984.30","1,008.75","982.35","0","1.31"
"Jan 23, 2017","984.30","985.45","988.55","976.85","0","-0.14"
"Jan 22, 2017","985.65","981.60","986.75","980.80","0","0.39"
"Jan 20, 2017","981.80","960.60","983.85","956.15","0","2.20"
"Jan 19, 2017","960.70","965.80","970.35","951.40","0","-0.57"
"Jan 18, 2017","966.20","981.70","983.05","963.55","0","-1.58"
"Jan 17, 2017","981.70","986.00","997.35","976.85","0","-0.41"
"Jan 16, 2017","985.70","989.55","992.80","984.25","0","-0.38"
"Jan 15, 2017","989.50","989.30","990.95","987.50","0","0.18"
"Jan 13, 2017","987.75","980.35","989.95","968.95","0","0.71"
"Jan 12, 2017","980.80","977.80","994.30","975.20","0","0.31"
"Jan 11, 2017","977.80","979.20","986.60","964.45","0","-0.15"
"Jan 10, 2017","979.30","979.70","985.30","970.95","0","-0.04"
"Jan 09, 2017","979.70","973.25","985.95","968.65","0","0.67"
"Jan 08, 2017","973.20","971.55","973.30","970.05","0","0.04"
"Jan 06, 2017","972.85","974.00","974.50","961.50","0","-0.13"
"Jan 05, 2017","974.10","947.75","979.75","944.35","0","2.78"
"Jan 04, 2017","947.75","930.20","953.00","928.40","0","1.89"
"Jan 03, 2017","930.20","906.55","948.75","905.10","0","2.60"
"Jan 02, 2017","906.60","906.55","906.70","903.25","0","0.10"
"Dec 30, 2016","905.65","907.85","911.05","902.30","0","-0.24"
"Dec 29, 2016","907.85","902.50","910.15","899.75","0","0.60"
"Dec 28, 2016","902.40","908.30","910.15","894.15","0","-0.64"
"Dec 27, 2016","908.25","900.50","913.55","900.10","0","0.84"
"Dec 26, 2016","900.70","901.20","902.70","898.15","0","0.85"
"Dec 23, 2016","893.10","908.50","911.00","892.00","0","-1.70"
"Dec 22, 2016","908.55","915.20","920.90","906.50","0","-0.72"
"Dec 21, 2016","915.15","919.45","922.20","910.20","0","-0.46"
"Dec 20, 2016","919.40","919.10","924.35","901.50","0","0.02"
"Dec 19, 2016","919.25","925.65","930.25","915.00","0","-0.66"
"Dec 18, 2016","925.40","926.70","932.05","924.80","0","-0.24"
"Dec 16, 2016","927.60","899.90","935.30","896.30","0","3.06"
"Dec 15, 2016","900.10","927.25","934.85","889.55","0","-2.83"
"Dec 14, 2016","926.35","935.20","948.45","922.40","0","-0.90"
"Dec 13, 2016","934.75","932.05","939.80","924.55","0","0.34"
"Dec 12, 2016","931.60","918.15","936.35","910.90","0","1.45"
"Dec 11, 2016","918.30","914.35","918.65","914.30","0","0.24"
"Dec 09, 2016","916.10","939.45","939.80","912.65","0","-2.49"
"Dec 08, 2016","939.50","944.10","952.65","935.60","0","-0.44"
"Dec 07, 2016","943.65","935.40","950.75","928.20","0","0.79"
"Dec 06, 2016","936.30","937.35","952.90","934.35","0","-0.05"
"Dec 05, 2016","936.75","927.75","941.70","924.90","0","1.02"
"Dec 04, 2016","927.30","931.70","939.45","925.75","0","-0.28"
"Dec 02, 2016","929.90","916.15","935.75","914.35","0","1.50"
"Dec 01, 2016","916.20","910.60","918.90","899.15","0","0.61"
"Nov 30, 2016","910.65","919.85","927.65","904.45","0","-1.01"
"Nov 29, 2016","919.90","927.70","930.30","917.30","0","-0.86"
"Nov 28, 2016","927.85","912.95","927.95","909.50","0","1.63"
"Nov 27, 2016","913.00","907.60","913.10","907.60","0","0.55"
"Nov 25, 2016","908.00","918.25","920.40","905.70","0","-1.12"
"Nov 24, 2016","918.30","932.65","932.80","913.45","0","-1.53"
"Nov 23, 2016","932.60","941.90","946.85","919.20","0","-0.99"
"Nov 22, 2016","941.95","942.50","951.45","934.75","0","-0.06"
"Nov 21, 2016","942.55","921.15","942.95","920.70","0","2.33"
"Nov 20, 2016","921.10","923.80","924.40","921.05","0","-0.25"
"Nov 18, 2016","923.40","932.65","935.40","915.80","0","-0.98"
"Nov 17, 2016","932.50","944.60","952.70","931.90","0","-1.30"
"Nov 16, 2016","944.75","943.55","949.90","926.40","0","0.10"
"Nov 15, 2016","943.85","936.15","948.60","930.20","0","0.80"
"Nov 14, 2016","936.35","949.10","951.70","923.75","0","-1.36"
"Nov 13, 2016","949.25","944.95","949.50","943.75","0","0.48"
"Nov 11, 2016","944.70","979.25","986.15","936.40","0","-3.57"
"Nov 10, 2016","979.65","996.15","1,009.15","972.90","0","-1.65"
"Nov 09, 2016","996.10","1,003.15","1,022.95","995.15","0","-0.71"
"Nov 08, 2016","1,003.20","1,002.45","1,017.30","998.75","0","0.08"
"Nov 07, 2016","1,002.35","992.65","1,004.25","990.45","0","0.98"
"Nov 06, 2016","992.60","994.55","994.55","988.80","0","-0.78"
"Nov 04, 2016","1,000.40","998.15","1,006.95","991.45","0","0.23"
"Nov 03, 2016","998.10","994.40","1,000.70","975.90","0","0.35"
"Nov 02, 2016","994.65","993.05","1,004.00","985.90","0","0.17"
"Nov 01, 2016","992.95","981.75","999.20","979.15","0","1.15"
"Oct 31, 2016","981.70","980.90","983.30","974.55","0","0.10"
"Oct 30, 2016","980.70","980.65","984.20","979.80","0","-0.11"
"Oct 28, 2016","981.75","967.20","988.10","965.85","0","1.50"
"Oct 27, 2016","967.25","961.80","972.10","960.60","0","0.56"
"Oct 26, 2016","961.85","962.30","971.95","958.10","0","-0.01"
"Oct 25, 2016","961.95","941.95","968.70","940.45","0","2.13"
"Oct 24, 2016","941.85","934.40","950.35","934.15","0","0.80"
"Oct 23, 2016","934.35","936.25","936.25","932.90","0","-0.07"
"Oct 21, 2016","935.00","933.35","936.70","927.30","0","0.14"
"Oct 20, 2016","933.70","946.35","948.30","931.00","0","-1.35"
"Oct 19, 2016","946.45","946.35","952.65","940.30","0","-0.01"
"Oct 18, 2016","946.50","938.95","953.85","938.95","0","0.80"
"Oct 17, 2016","939.00","938.90","944.85","929.45","0","0.01"
"Oct 16, 2016","938.90","937.70","940.15","936.35","0","0.18"
"Oct 14, 2016","937.25","936.85","942.40","928.90","0","0.02"
"Oct 13, 2016","937.05","943.60","952.00","932.35","0","-0.68"
"Oct 12, 2016","943.50","949.20","954.95","941.50","0","-0.61"
"Oct 11, 2016","949.25","968.95","974.05","948.60","0","-2.04"
"Oct 10, 2016","969.00","976.70","978.10","963.35","0","-0.78"
"Oct 09, 2016","976.65","970.85","978.50","970.85","0","0.61"
"Oct 07, 2016","970.75","971.90","980.90","953.50","0","-0.11"
"Oct 06, 2016","971.85","985.55","987.00","964.40","0","-1.40"
"Oct 05, 2016","985.60","991.00","999.40","974.65","0","-0.53"
"Oct 04, 2016","990.90","1,010.75","1,013.25","988.10","0","-1.95"
"Oct 03, 2016","1,010.60","1,032.20","1,036.00","1,006.85","0","-2.10"
"Oct 02, 2016","1,032.25","1,032.70","1,032.70","1,027.60","0","-0.05"
"Sep 30, 2016","1,032.80","1,032.55","1,046.95","1,030.35","0","0.04"
"Sep 29, 2016","1,032.35","1,040.10","1,045.40","1,025.50","0","-0.79"
"Sep 28, 2016","1,040.60","1,031.60","1,041.10","1,016.65","0","0.87"
"Sep 27, 2016","1,031.65","1,044.55","1,054.05","1,026.85","0","-1.23"
"Sep 26, 2016","1,044.45","1,060.20","1,060.85","1,041.35","0","-1.49"
"Sep 25, 2016","1,060.25","1,060.75","1,061.65","1,054.10","0","0.30"
"Sep 23, 2016","1,057.10","1,058.10","1,063.70","1,052.20","0","-0.11"
"Sep 22, 2016","1,058.25","1,054.10","1,068.40","1,046.75","0","0.38"
"Sep 21, 2016","1,054.25","1,034.05","1,059.10","1,026.15","0","1.97"
"Sep 20, 2016","1,033.90","1,023.45","1,038.80","1,020.50","0","1.01"
"Sep 19, 2016","1,023.60","1,021.05","1,032.35","1,019.25","0","0.24"
"Sep 18, 2016","1,021.10","1,020.10","1,021.80","1,018.90","0","0.34"
"Sep 16, 2016","1,017.60","1,034.45","1,038.05","1,010.60","0","-1.62"
"Sep 15, 2016","1,034.40","1,039.25","1,043.75","1,026.95","0","-0.50"
"Sep 14, 2016","1,039.60","1,039.70","1,048.85","1,034.95","0","-0.02"
"Sep 13, 2016","1,039.85","1,059.85","1,065.75","1,032.05","0","-1.91"
"Sep 12, 2016","1,060.05","1,067.35","1,067.35","1,039.50","0","-0.69"
"Sep 11, 2016","1,067.45","1,066.05","1,069.60","1,065.55","0","0.25"
"Sep 09, 2016","1,064.80","1,088.30","1,093.00","1,064.40","0","-2.15"
"Sep 08, 2016","1,088.25","1,092.30","1,100.55","1,083.40","0","-0.38"
"Sep 07, 2016","1,092.45","1,102.35","1,110.30","1,090.70","0","-0.88"
"Sep 06, 2016","1,102.20","1,073.75","1,106.85","1,073.75","0","2.58"
"Sep 05, 2016","1,074.45","1,065.05","1,078.85","1,065.00","0","0.89"
"Sep 04, 2016","1,064.95","1,066.30","1,069.05","1,064.80","0","-0.14"
"Sep 02, 2016","1,066.40","1,052.25","1,069.65","1,048.10","0","1.35"
"Sep 01, 2016","1,052.20","1,056.00","1,059.30","1,043.30","0","-0.36"
"Aug 31, 2016","1,055.95","1,060.85","1,067.50","1,051.50","0","-0.46"
"Aug 30, 2016","1,060.80","1,083.45","1,083.80","1,055.60","0","-2.08"
"Aug 29, 2016","1,083.30","1,074.60","1,085.35","1,070.65","0","0.78"
"Aug 28, 2016","1,074.90","1,074.70","1,075.25","1,073.10","0","-0.12"
"Aug 26, 2016","1,076.15","1,077.40","1,093.85","1,065.95","0","-0.09"
"Aug 25, 2016","1,077.15","1,084.00","1,088.25","1,075.80","0","-0.67"
"Aug 24, 2016","1,084.40","1,109.90","1,114.85","1,079.25","0","-2.32"
"Aug 23, 2016","1,110.10","1,107.05","1,116.30","1,103.60","0","0.25"
"Aug 22, 2016","1,107.35","1,112.40","1,119.35","1,101.90","0","-0.46"
"Aug 21, 2016","1,112.45","1,116.95","1,117.40","1,108.30","0","-0.56"
"Aug 19, 2016","1,118.75","1,131.55","1,131.55","1,111.85","0","-1.12"
"Aug 18, 2016","1,131.40","1,129.05","1,138.25","1,125.25","0","0.19"
"Aug 17, 2016","1,129.20","1,126.35","1,130.90","1,106.40","0","0.25"
"Aug 16, 2016","1,126.35","1,118.30","1,144.25","1,117.20","0","0.72"
"Aug 15, 2016","1,118.35","1,132.40","1,135.55","1,114.25","0","-1.31"
"Aug 14, 2016","1,133.25","1,128.00","1,135.40","1,127.40","0","0.42"
"Aug 12, 2016","1,128.55","1,153.25","1,157.30","1,125.40","0","-2.17"
"Aug 11, 2016","1,153.55","1,181.65","1,184.80","1,143.55","0","-2.38"
"Aug 10, 2016","1,181.70","1,160.50","1,199.45","1,160.35","0","1.80"
"Aug 09, 2016","1,160.85","1,155.05","1,163.90","1,146.20","0","0.51"
"Aug 08, 2016","1,154.95","1,148.65","1,159.85","1,146.70","0","0.53"
"Aug 07, 2016","1,148.85","1,150.70","1,150.70","1,145.65","0","-0.15"
"Aug 05, 2016","1,150.60","1,162.55","1,170.70","1,142.55","0","-0.94"
"Aug 04, 2016","1,161.55","1,168.10","1,169.55","1,156.20","0","-0.56"
"Aug 03, 2016","1,168.15","1,169.20","1,174.05","1,160.60","0","-0.18"
"Aug 02, 2016","1,170.25","1,163.15","1,183.00","1,159.35","0","0.63"
"Aug 01, 2016","1,162.95","1,152.40","1,167.75","1,149.85","0","0.87"
"Jul 31, 2016","1,152.90","1,153.50","1,156.60","1,152.25","0","-0.07"
"Jul 29, 2016","1,153.65","1,139.15","1,163.60","1,132.40","0","1.35"
"Jul 28, 2016","1,138.25","1,140.55","1,160.30","1,137.35","0","-0.07"
"Jul 27, 2016","1,139.10","1,097.50","1,144.50","1,093.75","0","3.82"
"Jul 26, 2016","1,097.15","1,087.90","1,100.75","1,086.00","0","0.84"
"Jul 25, 2016","1,088.00","1,085.75","1,094.70","1,072.60","0","0.26"
"Jul 24, 2016","1,085.15","1,087.70","1,087.80","1,083.90","0","-0.22"
"Jul 22, 2016","1,087.50","1,107.25","1,109.50","1,084.50","0","-1.83"
"Jul 21, 2016","1,107.75","1,087.75","1,110.90","1,080.90","0","1.82"
"Jul 20, 2016","1,088.00","1,096.65","1,100.65","1,069.60","0","-0.81"
"Jul 19, 2016","1,096.85","1,100.05","1,100.60","1,090.50","0","-0.31"
"Jul 18, 2016","1,100.30","1,097.60","1,104.40","1,082.45","0","0.28"
"Jul 17, 2016","1,097.20","1,097.00","1,098.45","1,095.75","0","-0.16"
"Jul 15, 2016","1,099.00","1,104.95","1,107.40","1,085.50","0","-0.56"
"Jul 14, 2016","1,105.15","1,098.75","1,108.15","1,085.15","0","0.57"
"Jul 13, 2016","1,098.90","1,096.75","1,105.60","1,087.55","0","0.26"
"Jul 12, 2016","1,096.05","1,102.65","1,111.20","1,090.80","0","-0.60"
"Jul 11, 2016","1,102.70","1,105.20","1,109.30","1,093.50","0","-0.23"
"Jul 10, 2016","1,105.25","1,105.40","1,108.40","1,103.25","0","0.30"
"Jul 08, 2016","1,101.95","1,092.90","1,104.60","1,074.55","0","0.80"
"Jul 07, 2016","1,093.25","1,090.60","1,096.45","1,080.15","0","0.22"
"Jul 06, 2016","1,090.80","1,079.65","1,095.35","1,068.30","0","1.06"
"Jul 05, 2016","1,079.40","1,067.70","1,079.80","1,050.50","0","1.11"
"Jul 04, 2016","1,067.60","1,064.90","1,075.45","1,057.65","0","0.21"
"Jul 03, 2016","1,065.35","1,061.95","1,067.20","1,060.50","0","0.10"
"Jul 01, 2016","1,064.30","1,028.50","1,065.75","1,026.30","0","3.45"
"Jun 30, 2016","1,028.85","1,009.05","1,033.35","1,003.15","0","1.99"
"Jun 29, 2016","1,008.80","983.55","1,015.60","982.90","0","2.58"
"Jun 28, 2016","983.40","982.40","986.00","974.20","0","0.08"
"Jun 27, 2016","982.60","989.70","998.35","978.50","0","-0.71"
"Jun 26, 2016","989.65","988.95","994.00","988.50","0","0.25"
"Jun 24, 2016","987.15","972.75","1,000.75","969.20","0","1.45"
"Jun 23, 2016","973.00","979.80","982.60","956.65","0","-0.67"
"Jun 22, 2016","979.55","977.80","988.95","976.40","0","0.09"
"Jun 21, 2016","978.65","987.25","994.45","973.05","0","-0.86"
"Jun 20, 2016","987.10","973.25","990.20","968.15","0","1.42"
"Jun 19, 2016","973.30","966.40","973.30","965.15","0","0.24"
"Jun 17, 2016","970.95","979.30","983.15","963.40","0","-0.84"
"Jun 16, 2016","979.20","977.65","990.70","967.55","0","0.16"
"Jun 15, 2016","977.60","975.20","987.95","972.65","0","0.22"
"Jun 14, 2016","975.45","992.75","994.40","971.65","0","-1.74"
"Jun 13, 2016","992.70","995.65","999.60","984.90","0","-0.30"
"Jun 12, 2016","995.70","994.30","996.10","991.80","0","0.21"
"Jun 10, 2016","993.60","1,001.00","1,003.85","988.55","0","-0.75"
"Jun 09, 2016","1,001.10","1,016.15","1,016.15","995.70","0","-1.46"
"Jun 08, 2016","1,015.95","1,000.90","1,022.40","1,000.90","0","1.48"
"Jun 07, 2016","1,001.10","996.90","1,005.45","984.45","0","0.43"
"Jun 06, 2016","996.85","988.50","998.90","985.35","0","0.85"
"Jun 05, 2016","988.40","986.55","988.80","985.95","0","0.04"
"Jun 03, 2016","988.05","957.40","989.60","956.25","0","3.22"
"Jun 02, 2016","957.20","975.25","978.75","957.10","0","-1.80"
"Jun 01, 2016","974.70","981.15","986.50","968.85","0","-0.65"
"May 31, 2016","981.10","974.45","984.20","970.20","0","0.70"
"May 30, 2016","974.25","977.40","977.85","967.70","0","-0.37"
"May 29, 2016","977.90","980.85","982.30","977.40","0","-0.04"
"May 27, 2016","978.30","997.20","1,000.10","976.70","0","-1.91"
"May 26, 2016","997.35","995.05","1,011.50","992.40","0","0.19"
"May 25, 2016","995.50","1,000.80","1,006.80","991.25","0","-0.49"
"May 24, 2016","1,000.45","1,014.95","1,015.80","999.00","0","-1.44"
"May 23, 2016","1,015.10","1,024.35","1,028.55","1,007.10","0","-0.91"
"May 22, 2016","1,024.40","1,023.05","1,024.70","1,022.05","0","0.04"
"May 20, 2016","1,024.00","1,017.95","1,029.90","1,017.45","0","0.59"
"May 19, 2016","1,018.00","1,031.90","1,033.20","1,009.65","0","-1.39"
"May 18, 2016","1,032.30","1,056.30","1,057.10","1,027.45","0","-2.30"
"May 17, 2016","1,056.60","1,054.50","1,063.30","1,043.50","0","0.19"
"May 16, 2016","1,054.60","1,053.00","1,065.05","1,051.30","0","0.09"
"May 15, 2016","1,053.65","1,054.20","1,054.65","1,052.50","0","-0.06"
