"","Symbol","Series","Date","Prev.Close","Open.Price","High.Price","Low.Price","Last.Price","Close.Price","Average.Price","Total.Traded.Quantity","Turnover","No..of.Trades","Deliverable.Qty","X..Dly.Qt.to.Traded.Qty"
"24","GOLDBEES","EQ","06-Mar-2013",2795.85,2795.85,2798.8,2787,2788,2789.95,2791.07,19618,54755289.15,3294,11310,57.65
"25","GOLDBEES","EQ","07-Mar-2013",2789.95,2791.05,2802.6,2790,2792,2792.3,2796.83,35842,100243802.95,5669,19003,53.02
"26","GOLDBEES","EQ","08-Mar-2013",2792.3,2789.4,2789.4,2774.1,2774.15,2777.25,2777.93,31418,87277004.3,3964,21562,68.63
"27","GOLDBEES","EQ","11-Mar-2013",2777.25,2770,2789.95,2770,2786,2778.65,2778.66,42436,117915195.35,4057,26995,63.61
"28","GOLDBEES","EQ","12-Mar-2013",2778.65,2777,2782.65,2775.3,2781.45,2778.45,2779.25,21108,58664354.25,2404,12367,58.59
"29","GOLDBEES","EQ","13-Mar-2013",2778.45,2782.5,2789.45,2782,2785,2786.25,2785.09,37086,103287789.3,2684,28605,77.13
"30","GOLDBEES","EQ","14-Mar-2013",2786.25,2785,2791,2776,2779,2777.25,2783.38,26058,72529391.95,2701,17703,67.94
"31","GOLDBEES","EQ","15-Mar-2013",2777.25,2770.1,2794.85,2677.7,2789,2790,2785.46,29545,82296558.4,5166,12326,41.72
"32","GOLDBEES","EQ","18-Mar-2013",2790,2796.5,2812,2793.15,2805,2808.8,2804.45,37842,106126006.9,4120,23341,61.68
"33","GOLDBEES","EQ","19-Mar-2013",2808.8,2808,2817,2794.4,2815.75,2814.8,2808.1,30944,86893994.6,3137,20151,65.12
"34","GOLDBEES","EQ","20-Mar-2013",2814.8,2824,2864,2821.05,2825.8,2825.65,2829.05,35726,101070640.9,2990,21016,58.83
"35","GOLDBEES","EQ","21-Mar-2013",2825.65,2870,2870,2806.1,2807.05,2809.55,2810.37,31410,88273735.1,2707,20379,64.88
"36","GOLDBEES","EQ","22-Mar-2013",2809.55,2811.05,2824.7,2811.05,2817.05,2819.05,2820.29,29854,84197078.55,3029,18993,63.62
"37","GOLDBEES","EQ","25-Mar-2013",2819.05,2819.8,2819.8,2796.05,2798.5,2798.6,2804.35,28154,78953632.05,3469,17516,62.21
"38","GOLDBEES","EQ","26-Mar-2013",2798.6,2790.15,2803.8,2789,2790.15,2793.15,2792.8,51117,142759512.2,2895,38250,74.83
"39","GOLDBEES","EQ","28-Mar-2013",2793.15,2809.8,2810.65,2801.45,2810,2806.9,2805.57,26488,74313992.2,3149,20459,77.24
"40","GOLDBEES","EQ","01-Apr-2013",2806.9,2814.8,2814.8,2795.15,2808.95,2806.35,2805.38,29629,83120595.65,5166,20616,69.58
"41","GOLDBEES","EQ","02-Apr-2013",2806.35,2800.15,2808.95,2797.1,2797.5,2798.15,2803.45,15240,42724529.2,2340,10395,68.21
"42","GOLDBEES","EQ","03-Apr-2013",2798.15,2780,2780,2751.1,2762.2,2760.55,2757.8,57463,158471227.15,5953,31558,54.92
"43","GOLDBEES","EQ","04-Apr-2013",2760.55,2744.4,2750.45,2733.6,2739.3,2740.3,2741.55,73192,200659560.95,6445,41007,56.03
"44","GOLDBEES","EQ","05-Apr-2013",2740.3,2745.6,2758.9,2745.6,2758,2755.5,2754.22,39910,109920996.55,4136,26332,65.98
"45","GOLDBEES","EQ","08-Apr-2013",2755.5,2780,2808.5,2780,2784.1,2784.8,2789.16,44678,124614173.25,6408,27581,61.73
"46","GOLDBEES","EQ","09-Apr-2013",2784.8,2740,2783.9,2735.1,2780,2778.95,2775.3,14656,40674838.15,2488,7448,50.82
"47","GOLDBEES","EQ","10-Apr-2013",2778.95,2789.5,2797,2782.25,2785,2784.9,2789.83,38751,108108835.05,3397,24994,64.5
"48","GOLDBEES","EQ","11-Apr-2013",2784.9,2760.1,2762,2747,2749.95,2749.1,2753.68,30536,84086360.85,5443,16168,52.95
"49","GOLDBEES","EQ","12-Apr-2013",2749.1,2774.8,2774.8,2730,2736,2734.95,2748.01,66352,182335849.65,4715,37157,56
"50","GOLDBEES","EQ","15-Apr-2013",2734.95,2687.4,2687.4,2500,2508,2507,2551.44,391792,999633063.05,39375,197935,50.52
"51","GOLDBEES","EQ","16-Apr-2013",2507,2461.25,2472.9,2392,2469,2465.55,2434.26,421806,1026785109.5,40452,149330,35.4
"52","GOLDBEES","EQ","17-Apr-2013",2465.55,2480,2480,2405,2458,2457.95,2449.69,167613,410599311.1,15508,90169,53.8
"53","GOLDBEES","EQ","18-Apr-2013",2457.95,2449.8,2477,2429.1,2475,2471.45,2447.05,164186,401771924.75,16829,84438,51.43
"54","GOLDBEES","EQ","22-Apr-2013",2471.45,2485.4,2516.9,2485.4,2512.55,2510.7,2510.42,133574,335326970.85,18004,70193,52.55
"55","GOLDBEES","EQ","23-Apr-2013",2510.7,2535,2535,2501,2509.1,2508.4,2515.53,81648,205387707.15,10574,38368,46.99
"56","GOLDBEES","EQ","25-Apr-2013",2508.4,2530,2552,2529,2547.5,2547.6,2545.94,115329,293620157.55,10602,75754,65.69
"57","GOLDBEES","EQ","26-Apr-2013",2547.6,2575,2601.75,2575,2575.95,2576.8,2589.19,104354,270192127.95,11745,57764,55.35
"58","GOLDBEES","EQ","29-Apr-2013",2576.8,2596.05,2600.05,2577,2589.9,2586.05,2587.89,92171,238528547.25,6896,54109,58.71
"59","GOLDBEES","EQ","30-Apr-2013",2586.05,2586.5,2589.9,2560.3,2566,2564.2,2571.67,59736,153621534.25,6251,26462,44.3
"60","GOLDBEES","EQ","02-May-2013",2564.2,2545.5,2547.5,2532.55,2542,2545.25,2540.91,50698,128819131.5,7847,20190,39.82
"61","GOLDBEES","EQ","03-May-2013",2545.25,2561.55,2587,2561.5,2586.95,2583.6,2579.06,56563,145879481.9,5003,33245,58.78
"62","GOLDBEES","EQ","06-May-2013",2583.6,2579.8,2589.5,2570,2586.95,2587.25,2582.11,44158,114020810.9,5041,23216,52.57
"63","GOLDBEES","EQ","07-May-2013",2587.25,2577.95,2583,2562,2567.8,2567.35,2570.55,41814,107484975.85,6732,17669,42.26
"64","GOLDBEES","EQ","08-May-2013",2567.35,2552.3,2562.5,2545.15,2555.8,2558.1,2557.16,37166,95039570.1,4776,14203,38.22
"65","GOLDBEES","EQ","09-May-2013",2558.1,2579,2595.6,2571.5,2590,2590.1,2589.13,87112,225544685.9,6451,33592,38.56
"66","GOLDBEES","EQ","10-May-2013",2590.1,2585.5,2589.9,2573.1,2574,2577.3,2582.18,126013,325388404.6,8282,38730,30.73
"67","GOLDBEES","EQ","11-May-2013",2577.3,2570,2598,2570,2594.7,2589.95,2587.02,29747,76956060.15,2615,8733,29.36
"68","GOLDBEES","EQ","13-May-2013",2589.95,2581,2581.95,2550,2559.95,2560.35,2560.37,2052591,5255382832.55,51007,152998,17.5
"69","GOLDBEES","EQ","14-May-2013",2560.35,2559,2570.35,2553.6,2563,2559.45,2564.44,76643,196546565.4,5692,52107,67.99
"70","GOLDBEES","EQ","15-May-2013",2559.45,2560,2560,2531,2539.05,2535.45,2539.8,59258,150503474.15,9497,32622,55.05
"71","GOLDBEES","EQ","16-May-2013",2535.45,2501,2524.5,2481,2481.85,2483.5,2498.02,129526,323558827.25,12064,72458,55.94
"72","GOLDBEES","EQ","17-May-2013",2483.5,2480,2505.7,2480,2489.6,2487.5,2493.13,58038,144696049.35,6609,21113,36.38
"73","GOLDBEES","EQ","20-May-2013",2487.5,2460,2460,2432.05,2444,2445.7,2441.06,90784,221609329.8,11479,45932,50.59
"74","GOLDBEES","EQ","21-May-2013",2445.7,2466,2519.35,2466,2491.6,2484.55,2500.71,152674,381793437.45,10381,83811,54.9
"75","GOLDBEES","EQ","22-May-2013",2484.55,2499,2506.5,2486.55,2497.7,2495.9,2497.33,65594,163810038.35,5127,37972,57.89
"76","GOLDBEES","EQ","23-May-2013",2495.9,2479.95,2502.65,2475,2495.1,2499.05,2491.48,79298,197569605.55,5883,43711,55.12
"77","GOLDBEES","EQ","24-May-2013",2499.05,2513.35,2516.85,2493.6,2499.5,2497.9,2502.74,47292,118359612.55,4666,22427,47.42
"78","GOLDBEES","EQ","27-May-2013",2497.9,2506.2,2511,2502.6,2504.6,2505.5,2506.82,33737,84572515.7,3164,14020,41.56
"79","GOLDBEES","EQ","28-May-2013",2505.5,2514.85,2514.85,2493.05,2497.2,2495.3,2500.25,34749,86881274.95,2777,16283,46.86
"80","GOLDBEES","EQ","29-May-2013",2495.3,2505,2517,2505,2513.65,2514.05,2512.65,33072,83098264.45,3349,13798,41.72
"81","GOLDBEES","EQ","30-May-2013",2514.05,2519.85,2553.45,2519,2546.2,2548.45,2540.7,55562,141166404.95,5144,31858,57.34
"82","GOLDBEES","EQ","31-May-2013",2548.45,2550,2583.05,2550,2579,2576.25,2576.4,81880,210955718.4,9761,36864,45.02
"83","GOLDBEES","EQ","03-Jun-2013",2576.25,2558.85,2566.85,2536.35,2559.8,2558.4,2552.33,39462,100720223.75,5825,15465,39.19
"84","GOLDBEES","EQ","04-Jun-2013",2558.4,2566.05,2581,2561.1,2562,2566.55,2572.41,66311,170579296.6,5078,36267,54.69
"85","GOLDBEES","EQ","05-Jun-2013",2566.55,2574.8,2574.8,2558.5,2562,2561.45,2565.53,36414,93421388.75,3659,15207,41.76
"86","GOLDBEES","EQ","06-Jun-2013",2561.45,2617.65,2617.65,2590.2,2601.05,2600.5,2604.47,77915,202927291.15,6692,40835,52.41
"87","GOLDBEES","EQ","07-Jun-2013",2600.5,2616.05,2631.7,2600.45,2629,2626.45,2621.86,58863,154330567.5,7760,34804,59.13
"88","GOLDBEES","EQ","10-Jun-2013",2626.45,2601.4,2614.8,2598.15,2609.75,2608.5,2606.48,46569,121381328.45,4327,25853,55.52
"89","GOLDBEES","EQ","11-Jun-2013",2608.5,2626.5,2656,2598,2613,2606.5,2630.54,97823,257327057.25,6891,54325,55.53
"90","GOLDBEES","EQ","12-Jun-2013",2606.5,2606,2619,2604.25,2608,2606.7,2610.7,46684,121878061.35,3763,26054,55.81
"91","GOLDBEES","EQ","13-Jun-2013",2606.7,2630,2651,2626.05,2637.1,2634.85,2639.29,88957,234783645.7,6338,56344,63.34
"92","GOLDBEES","EQ","14-Jun-2013",2634.85,2629.4,2629.4,2605.5,2607.3,2608,2615.92,35177,92020083,3037,21746,61.82
"93","GOLDBEES","EQ","17-Jun-2013",2608,2629.95,2645,2621.3,2633,2630.65,2633.91,37721,99353889.75,5861,16257,43.1
"94","GOLDBEES","EQ","18-Jun-2013",2630.65,2630.65,2654,2604.5,2650,2649.4,2645.71,44188,116908537.35,3555,25585,57.9
"95","GOLDBEES","EQ","19-Jun-2013",2649.4,2647.9,2647.9,2630.1,2637,2636.25,2636.53,42380,111736245.2,2374,25327,59.76
"96","GOLDBEES","EQ","20-Jun-2013",2636.25,2631.5,2636,2547,2553.95,2557.2,2601.3,96913,252099976.05,7107,47169,48.67
"97","GOLDBEES","EQ","21-Jun-2013",2557.2,2545,2552,2531.05,2535,2536.85,2542.52,108703,276379165.95,5971,71329,65.62
"98","GOLDBEES","EQ","24-Jun-2013",2536.85,2531.05,2554.8,2527.1,2543,2538.55,2535.51,59561,151017443.8,5378,32776,55.03
"99","GOLDBEES","EQ","25-Jun-2013",2538.55,2539.9,2539.9,2518,2526.05,2526.9,2525.39,75049,189528333.35,4095,45801,61.03
"100","GOLDBEES","EQ","26-Jun-2013",2526.9,2491,2494.8,2442.9,2457.4,2451.55,2464.08,124974,307945546.5,8538,60019,48.03
"101","GOLDBEES","EQ","27-Jun-2013",2451.55,2461.05,2488.45,2452,2455.05,2457.65,2472.18,70243,173653567.6,5953,37110,52.83
"102","GOLDBEES","EQ","28-Jun-2013",2457.65,2429,2429,2377.2,2387.7,2384.3,2387.14,137704,328718301.4,15612,68315,49.61
"103","GOLDBEES","EQ","01-Jul-2013",2384.3,2406.1,2449.85,2406.1,2449,2444.3,2440.48,53158,129731253.95,7596,18659,35.1
"104","GOLDBEES","EQ","02-Jul-2013",2444.3,2461.05,2488.8,2460.4,2482.1,2478.3,2475.23,56359,139501745.6,4638,26649,47.28
"105","GOLDBEES","EQ","03-Jul-2013",2478.3,2472.5,2490.95,2460,2485,2483.6,2476.03,49648,122930103.35,4016,18519,37.3
"106","GOLDBEES","EQ","04-Jul-2013",2483.6,2484.95,2494.8,2480.55,2488,2489.15,2487.51,38379,95468047.9,3162,13019,33.92
"107","GOLDBEES","EQ","05-Jul-2013",2489.15,2478.65,2488,2466.25,2488,2482.3,2478.01,36169,89627221.3,3236,11471,31.72
"108","GOLDBEES","EQ","08-Jul-2013",2482.3,2475.5,2479.95,2460.15,2471,2471.25,2470.72,39829,98406500.8,5686,18301,45.95
"109","GOLDBEES","EQ","09-Jul-2013",2471.25,2480,2498,2477,2487.95,2485.95,2489.16,32270,80325250.35,2448,16675,51.67
"110","GOLDBEES","EQ","10-Jul-2013",2485.95,2482,2485,2466.5,2484.95,2482.4,2477.49,31634,78373000.25,2459,9677,30.59
"111","GOLDBEES","EQ","11-Jul-2013",2482.4,2502.5,2541,2502.05,2526.05,2526.2,2523.08,54785,138226760.5,4356,20841,38.04
"112","GOLDBEES","EQ","12-Jul-2013",2526.2,2510,2528,2507.5,2516,2515.05,2518.99,26042,65599642.95,2386,10685,41.03
"113","GOLDBEES","EQ","15-Jul-2013",2515.05,2514.9,2547.9,2514.9,2530.3,2530.65,2537.37,42369,107505844.05,5900,15127,35.7
"114","GOLDBEES","EQ","16-Jul-2013",2530.65,2514,2515,2496.55,2513.4,2512.4,2507.31,30489,76445410.45,2662,13139,43.09
"115","GOLDBEES","EQ","17-Jul-2013",2512.4,2515.2,2524.2,2514.05,2521,2520.9,2519.55,31085,78320332.65,2176,11727,37.73
"116","GOLDBEES","EQ","18-Jul-2013",2520.9,2514.9,2521,2506,2520.9,2518.75,2513,27285,68567237.3,2200,12635,46.31
"117","GOLDBEES","EQ","19-Jul-2013",2518.75,2522.5,2551,2522.5,2529.7,2531.35,2539.96,29004,73668904.6,2521,9939,34.27
"118","GOLDBEES","EQ","22-Jul-2013",2531.35,2552.15,2580.25,2552.15,2580,2577.45,2574.59,63514,163522220.85,4566,29414,46.31
"119","GOLDBEES","EQ","23-Jul-2013",2577.45,2602.05,2625.5,2602.05,2616.1,2617.6,2618.53,68014,178096581.9,4500,37597,55.28
"120","GOLDBEES","EQ","24-Jul-2013",2617.6,2618,2629,2585.5,2588,2589.85,2608.03,73645,192068415.85,3526,46840,63.6
"121","GOLDBEES","EQ","25-Jul-2013",2589.85,2574.75,2574.75,2550.3,2555,2553.8,2563.61,53331,136720145.75,2717,34966,65.56
"122","GOLDBEES","EQ","26-Jul-2013",2553.8,2585.15,2595.85,2576.5,2587,2583,2588.76,50465,130641558.45,4060,25688,50.9
"123","GOLDBEES","EQ","29-Jul-2013",2583,2634,2634,2580,2621.85,2625.25,2615.21,55687,145633214.95,4111,28526,51.23
"124","GOLDBEES","EQ","30-Jul-2013",2625.25,2641.1,2664,2638,2650,2648.3,2649.75,87965,233085580.5,4789,52884,60.12
"125","GOLDBEES","EQ","31-Jul-2013",2648.3,2676.25,2701.05,2666.5,2671.5,2674.05,2686.77,73709,198039350.6,6005,39606,53.73
"126","GOLDBEES","EQ","01-Aug-2013",2674.05,2650,2654.5,2631.35,2632.05,2633.45,2640.02,25814,68149575.2,4573,9322,36.11
"127","GOLDBEES","EQ","02-Aug-2013",2633.45,2655,2655,2584.1,2598,2595.75,2598.66,34296,89123584.2,3396,19909,58.05
"128","GOLDBEES","EQ","05-Aug-2013",2595.75,2636.05,2660.65,2621.5,2655,2650.7,2651.91,38574,102294886.45,4227,18752,48.61
"129","GOLDBEES","EQ","06-Aug-2013",2650.7,2634.8,2650.9,2612.55,2647,2644.9,2638.82,49389,130328810.55,3333,29238,59.2
"130","GOLDBEES","EQ","07-Aug-2013",2644.9,2600.5,2629.7,2591.05,2607,2606.1,2615.07,23279,60876191.45,5213,10729,46.09
"131","GOLDBEES","EQ","08-Aug-2013",2606.1,2631.05,2654.8,2626.15,2632,2631.7,2636.23,36859,97168888.9,3537,19216,52.13
"132","GOLDBEES","EQ","12-Aug-2013",2631.7,2688,2715,2671,2714,2707.9,2699.36,68320,184420168.45,7421,47468,69.48
"133","GOLDBEES","EQ","13-Aug-2013",2707.9,2726.05,2775,2726.05,2762,2766.05,2760.1,109696,302771962.65,7899,49736,45.34
"134","GOLDBEES","EQ","14-Aug-2013",2766.05,2759.75,2764.8,2741.05,2750,2757.1,2751.94,58945,162213324.8,4491,32932,55.87
"135","GOLDBEES","EQ","16-Aug-2013",2757.1,2806.25,2879.85,2795,2853,2855.35,2851.6,146317,417237668.05,13011,78354,53.55
"136","GOLDBEES","EQ","19-Aug-2013",2855.35,2888,2925,2888,2905,2903.5,2909.38,128386,373523374.3,9984,73361,57.14
"137","GOLDBEES","EQ","20-Aug-2013",2903.5,2921.25,2942,2843,2909,2907.75,2897.76,99336,287851661.3,8359,54056,54.42
"138","GOLDBEES","EQ","21-Aug-2013",2907.75,2905,2929,2882,2910.45,2920.1,2901.04,94720,274786850.4,6860,52746,55.69
"139","GOLDBEES","EQ","22-Aug-2013",2920.1,2936.25,2955.5,2910.5,2920.1,2924.15,2934.32,106044,311167138.85,9076,55252,52.1
"140","GOLDBEES","EQ","23-Aug-2013",2924.15,2919.85,2919.85,2897.15,2897.4,2903.2,2907.21,61405,178517031.15,4529,29071,47.34
"141","GOLDBEES","EQ","26-Aug-2013",2903.2,2933,2953.85,2921.05,2943.9,2943.15,2941.71,97092,285616399.65,7238,45978,47.36
"142","GOLDBEES","EQ","27-Aug-2013",2943.15,2961,3003,2958.95,2974.7,2974.35,2982.63,144314,430435243.65,12115,93312,64.66
"143","GOLDBEES","EQ","28-Aug-2013",2974.35,3020,3048.8,2990.3,3018,3016.9,3019.45,228447,689784400.15,16398,142493,62.37
"144","GOLDBEES","EQ","29-Aug-2013",3016.9,2999,3004.8,2945.05,2993,2996.65,2981.37,84240,251150504.6,7411,53025,62.95
"145","GOLDBEES","EQ","30-Aug-2013",2996.65,2985,3001.05,2905,2912.3,2911.9,2945.58,85391,251526134.45,8160,45115,52.83
"146","GOLDBEES","EQ","02-Sep-2013",2911.9,2911,2931,2881.6,2920,2920.95,2911.72,61082,177853555.25,7000,30797,50.42
"147","GOLDBEES","EQ","03-Sep-2013",2920.95,2950,3009.95,2927,3001,2997,2982.89,85378,254672877.45,8153,38037,44.55
"148","GOLDBEES","EQ","04-Sep-2013",2997,3055,3055,2970.3,2980.5,2977.95,3005.07,68593,206126546.8,6539,33238,48.46
"149","GOLDBEES","EQ","05-Sep-2013",2977.95,2939,2939,2892,2923,2924.75,2913.33,53630,156241850.35,6001,20603,38.42
"150","GOLDBEES","EQ","06-Sep-2013",2924.75,2898.45,2906.9,2855.1,2859,2859.65,2887.73,43847,126618477,4652,25318,57.74
"151","GOLDBEES","EQ","10-Sep-2013",2859.65,2860,2860,2806.25,2823.5,2824.65,2827.76,53184,150391437.05,6833,30236,56.85
"152","GOLDBEES","EQ","11-Sep-2013",2824.65,2800,2837.6,2796,2810.25,2814,2821.7,63399,178893210.85,4138,40315,63.59
"153","GOLDBEES","EQ","12-Sep-2013",2814,2810.05,2830,2790,2820.95,2814.5,2808.68,38076,106943305.8,3846,16086,42.25
"154","GOLDBEES","EQ","13-Sep-2013",2814.5,2814,2814,2766,2770,2769.85,2779.52,34354,95487794.9,4717,17083,49.73
"155","GOLDBEES","EQ","16-Sep-2013",2769.85,2779.95,2790,2752.5,2757.5,2757.3,2771.89,28094,77873612.4,5425,12895,45.9
"156","GOLDBEES","EQ","17-Sep-2013",2757.3,2750,2797,2750,2785,2784.35,2782.7,23145,64405497.5,2875,7857,33.95
"157","GOLDBEES","EQ","18-Sep-2013",2784.35,2774.5,2774.5,2738,2759,2753.35,2752.41,28653,78864938.6,3876,12461,43.49
"158","GOLDBEES","EQ","19-Sep-2013",2753.35,2801.15,2850,2801.1,2823.95,2824.45,2826.19,43678,123442500.2,4381,19090,43.71
"159","GOLDBEES","EQ","20-Sep-2013",2824.45,2821.05,2849.8,2800.25,2810,2813.65,2819.05,17210,48515827.3,2952,6409,37.24
"160","GOLDBEES","EQ","23-Sep-2013",2813.65,2794,2794,2772.25,2790.05,2789.15,2784.44,9786,27248498.65,2619,4504,46.02
"161","GOLDBEES","EQ","24-Sep-2013",2789.15,2798,2819.3,2771,2775,2776.2,2789.69,14024,39122568.9,2278,7312,52.14
"162","GOLDBEES","EQ","25-Sep-2013",2776.2,2781,2810,2781,2793,2791.65,2796.37,10681,29867995.65,2233,5167,48.38
"163","GOLDBEES","EQ","26-Sep-2013",2791.65,2791.65,2809.7,2781,2791.2,2793.75,2797.95,10949,30634723.75,1696,5160,47.13
"164","GOLDBEES","EQ","27-Sep-2013",2793.75,2775.25,2808.95,2760,2800,2801.2,2781.74,18101,50352277.35,3120,10070,55.63
"165","GOLDBEES","EQ","30-Sep-2013",2801.2,2825.15,2867,2825.15,2834,2842.3,2838.22,33304,94524223.5,4468,15693,47.12
"166","GOLDBEES","EQ","01-Oct-2013",2842.3,2839.8,2839.8,2803,2810,2807.7,2820.21,13685,38594608.1,3802,6318,46.17
"167","GOLDBEES","EQ","03-Oct-2013",2807.7,2784,2799,2775,2793,2789.7,2787.39,20608,57442608.9,3007,9209,44.69
"168","GOLDBEES","EQ","04-Oct-2013",2789.7,2800.15,2808.9,2781.2,2784,2788.95,2789.74,14192,39591939.75,2053,8116,57.19
"169","GOLDBEES","EQ","07-Oct-2013",2788.95,2790,2824.6,2780.1,2801.1,2796.8,2799.37,44795,125397856.25,5385,33194,74.1
"170","GOLDBEES","EQ","08-Oct-2013",2796.8,2796.8,2913.05,2796.8,2875,2872.15,2850.38,55515,158238902.2,5719,31440,56.63
"171","GOLDBEES","EQ","09-Oct-2013",2872.15,2875,2875,2830,2830,2838,2845.42,10762,30622450.6,2351,5314,49.38
"172","GOLDBEES","EQ","10-Oct-2013",2838,2838.05,2850.1,2822.35,2845,2841.05,2836.94,12688,35995051.8,2279,5105,40.23
"173","GOLDBEES","EQ","11-Oct-2013",2841.05,2830,2830,2801,2807,2806.45,2811.75,22970,64585843.55,3213,15684,68.28
"174","GOLDBEES","EQ","14-Oct-2013",2806.45,2785,2845,2785,2837,2831.75,2817.89,24956,70323261.15,3623,11366,45.54
"175","GOLDBEES","EQ","15-Oct-2013",2831.75,2825,2846.95,2805,2810,2811.8,2828.69,24748,70004340.75,4878,10847,43.83
"176","GOLDBEES","EQ","17-Oct-2013",2811.8,2835,2878.1,2820.6,2865,2868,2851.2,47292,134838989.05,4381,33644,71.14
"177","GOLDBEES","EQ","18-Oct-2013",2868,2865.35,2905,2862.2,2885.6,2887.5,2884.88,40326,116335696.95,4124,26186,64.94
"178","GOLDBEES","EQ","21-Oct-2013",2887.5,2870,2920,2870,2910,2907.7,2902.35,43488,126217506.35,3948,29864,68.67
"179","GOLDBEES","EQ","22-Oct-2013",2907.7,2900,2936.1,2900,2925.35,2932,2924.49,53029,155082766.15,3313,37459,70.64
"180","GOLDBEES","EQ","23-Oct-2013",2932,2944,2982.8,2940.35,2977.25,2974,2966.24,50736,150495093.1,4560,34713,68.42
"181","GOLDBEES","EQ","24-Oct-2013",2974,2972,2986,2940,2968,2965.45,2972.85,34694,103139907.95,3062,18678,53.84
"182","GOLDBEES","EQ","25-Oct-2013",2965.45,2966.1,2990,2962.05,2977,2975.3,2976.17,35550,105802775.75,3567,23597,66.38
"183","GOLDBEES","EQ","28-Oct-2013",2975.3,2979.95,2991.65,2972.1,2988.4,2987.1,2984.84,34720,103633489.05,3568,25037,72.11
"184","GOLDBEES","EQ","29-Oct-2013",2987.1,2987.5,2999,2901.15,2919.9,2916.4,2938.99,44111,129641576.45,3974,22228,50.39
"185","GOLDBEES","EQ","30-Oct-2013",2916.4,2921.55,2921.6,2890,2908,2908.25,2904.58,25066,72806114.3,2977,13249,52.86
"186","GOLDBEES","EQ","31-Oct-2013",2908.25,2904.9,2904.9,2858.1,2873.2,2865.8,2877.18,32493,93488134.6,3545,20293,62.45
"187","GOLDBEES","EQ","01-Nov-2013",2865.8,2874.8,2919.15,2871.05,2887.95,2880.95,2892.49,74207,214643273,12060,44822,60.4
"188","GOLDBEES","EQ","03-Nov-2013",2880.95,2881,2930,2881,2888,2889.05,2896.41,31467,91141341.8,7208,24716,78.55
"189","GOLDBEES","EQ","05-Nov-2013",2889.05,2887.95,2887.95,2842.6,2844,2847.6,2853.93,21236,60605964.55,3689,9660,45.49
"190","GOLDBEES","EQ","06-Nov-2013",2847.6,2852.15,2880,2832,2876,2876.7,2855.87,64739,184886061.2,3702,51863,80.11
"191","GOLDBEES","EQ","07-Nov-2013",2876.7,2848,2889.6,2848,2860,2858.2,2873.51,15512,44573908.15,3915,8069,52.02
"192","GOLDBEES","EQ","08-Nov-2013",2858.2,2855.1,2874,2851.6,2869.35,2871,2862.44,19565,56003546.05,2359,12106,61.88
"193","GOLDBEES","EQ","11-Nov-2013",2871,2857.75,2873.95,2845.55,2866,2866.55,2865.96,31426,90065798.75,2699,21107,67.16
"194","GOLDBEES","EQ","12-Nov-2013",2866.55,2879,2907,2850.55,2902,2903.65,2890.65,47226,136513855.25,3491,33779,71.53
"195","GOLDBEES","EQ","13-Nov-2013",2903.65,2900,2929.5,2877.5,2891,2895.05,2899.58,27327,79236862.3,2529,17734,64.9
"196","GOLDBEES","EQ","14-Nov-2013",2895.05,2895.85,2905,2881.05,2900.5,2899.05,2895.55,22172,64200024.85,1917,12099,54.57
"197","GOLDBEES","EQ","18-Nov-2013",2899.05,2899.05,2916,2881.1,2910,2903.6,2902.61,25417,73775554.95,4339,15451,60.79
"198","GOLDBEES","EQ","19-Nov-2013",2903.6,2885,2897,2872.25,2892,2888.25,2884.33,19323,55733881.4,1949,10243,53.01
"199","GOLDBEES","EQ","20-Nov-2013",2888.25,2892.1,2908.9,2881.05,2887.9,2889.65,2893.4,13943,40342733.7,1710,6981,50.07
"200","GOLDBEES","EQ","21-Nov-2013",2889.65,2880,2884,2860,2877,2878,2869.86,21699,62273077.35,2238,13382,61.67
"201","GOLDBEES","EQ","22-Nov-2013",2878,2878.05,2888.8,2871.4,2880,2880.1,2882.15,19098,55043335.95,1810,12959,67.86
"202","GOLDBEES","EQ","25-Nov-2013",2880.1,2880.1,2880.1,2837,2841.2,2840.4,2847.45,25903,73757586.85,3325,18037,69.63
"203","GOLDBEES","EQ","26-Nov-2013",2840.4,2860,2887,2851.05,2878,2871.5,2877.02,33944,97657564.15,2216,14519,42.77
"204","GOLDBEES","EQ","27-Nov-2013",2871.5,2865,2873,2855,2863,2862.1,2864.06,12208,34964436.4,1624,7485,61.31
"205","GOLDBEES","EQ","28-Nov-2013",2862.1,2855.8,2855.8,2840,2850,2847.05,2847.73,11189,31863280.65,1818,6855,61.27
"206","GOLDBEES","EQ","29-Nov-2013",2847.05,2847,2879.95,2840,2874,2876,2862.23,22909,65570892.25,2475,12317,53.76
"207","GOLDBEES","EQ","02-Dec-2013",2876,2873.8,2873.95,2849.1,2861,2860.3,2859.02,38417,109834879.3,3921,27397,71.31
"208","GOLDBEES","EQ","03-Dec-2013",2860.3,2850,2862,2838.3,2850.5,2851.75,2845.69,24386,69394920.9,2140,14369,58.92
"209","GOLDBEES","EQ","04-Dec-2013",2851.75,2870,2870.2,2852.4,2858.15,2860.85,2862.38,24980,71502177.95,2058,14616,58.51
"210","GOLDBEES","EQ","05-Dec-2013",2860.85,2870,2888.9,2860,2869.9,2867.2,2875.2,35010,100660885.4,2634,22080,63.07
