"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"LUPIN","EQ","22-Dec-2016","       1465.15","       1465.10","       1469.80","       1442.00","       1447.05","       1447.40","       1449.28","     542888","           786795728.35","      28378","     335123","         61.73"
"LUPIN","EQ","23-Dec-2016","       1447.40","       1447.95","       1460.00","       1440.00","       1445.00","       1445.80","       1448.89","     488669","           708025314.55","      21880","     250494","         51.26"
"LUPIN","EQ","26-Dec-2016","       1445.80","       1445.00","       1463.35","       1397.30","       1399.05","       1402.95","       1429.54","     877985","          1255118881.65","      39547","     322118","         36.69"
"LUPIN","EQ","27-Dec-2016","       1402.95","       1404.95","       1452.50","       1404.00","       1442.20","       1446.10","       1430.16","     841430","          1203375518.80","      35790","     298642","         35.49"
"LUPIN","EQ","28-Dec-2016","       1446.10","       1450.00","       1468.60","       1447.30","       1457.00","       1454.35","       1457.98","     582828","           849751001.45","      30855","     267910","         45.97"
"LUPIN","EQ","29-Dec-2016","       1454.35","       1464.00","       1470.30","       1451.05","       1465.10","       1467.85","       1462.13","     487712","           713100447.90","      21709","     153820","         31.54"
"LUPIN","EQ","30-Dec-2016","       1467.85","       1470.00","       1489.95","       1470.00","       1483.50","       1486.95","       1481.73","     427683","           633712168.80","      23005","     134922","         31.55"
"LUPIN","EQ","02-Jan-2017","       1486.95","       1488.00","       1510.00","       1476.20","       1507.00","       1505.75","       1500.07","     432507","           648791431.65","      16694","     141510","         32.72"
"LUPIN","EQ","03-Jan-2017","       1505.75","       1514.95","       1514.95","       1492.10","       1501.05","       1505.50","       1503.49","     575773","           865671127.40","      23107","     285457","         49.58"
"LUPIN","EQ","04-Jan-2017","       1505.50","       1505.90","       1510.75","       1485.00","       1488.60","       1489.00","       1496.61","     650696","           973836288.60","      27850","     413160","         63.50"
"LUPIN","EQ","05-Jan-2017","       1489.00","       1499.90","       1518.00","       1486.70","       1510.90","       1512.10","       1508.15","     663374","          1000468031.50","      38833","     356987","         53.81"
"LUPIN","EQ","06-Jan-2017","       1512.10","       1513.25","       1527.80","       1506.00","       1513.00","       1512.05","       1514.47","     442853","           670685483.95","      21302","     207459","         46.85"
"LUPIN","EQ","09-Jan-2017","       1512.05","       1511.00","       1520.10","       1486.50","       1490.00","       1489.50","       1498.96","     443260","           664427250.05","      25579","     195007","         43.99"
"LUPIN","EQ","10-Jan-2017","       1489.50","       1490.00","       1501.90","       1483.40","       1488.00","       1488.50","       1491.51","     633637","           945075366.65","      25802","     350550","         55.32"
"LUPIN","EQ","11-Jan-2017","       1488.50","       1492.50","       1525.50","       1492.50","       1521.45","       1521.75","       1514.27","     747080","          1131282764.15","      43601","     335083","         44.85"
"LUPIN","EQ","12-Jan-2017","       1521.75","       1495.00","       1521.00","       1485.10","       1494.00","       1491.00","       1500.84","     859263","          1289618336.15","      39851","     320275","         37.27"
"LUPIN","EQ","13-Jan-2017","       1491.00","       1500.00","       1507.95","       1487.10","       1496.10","       1496.25","       1499.30","     397553","           596052673.15","      17137","     115948","         29.17"
"LUPIN","EQ","16-Jan-2017","       1496.25","       1498.95","       1513.00","       1493.05","       1506.65","       1509.15","       1507.19","     372811","           561896810.85","      19027","     155601","         41.74"
"LUPIN","EQ","17-Jan-2017","       1509.15","       1503.00","       1509.15","       1490.05","       1493.10","       1494.00","       1496.87","     427552","           639989533.65","      25788","     226134","         52.89"
"LUPIN","EQ","18-Jan-2017","       1494.00","       1492.10","       1510.75","       1490.50","       1493.05","       1496.90","       1501.15","     451242","           677380324.25","      16046","     189882","         42.08"
"LUPIN","EQ","19-Jan-2017","       1496.90","       1493.00","       1505.00","       1470.55","       1475.15","       1479.15","       1487.29","     444368","           660904059.05","      19195","     219667","         49.43"
